Reference area,TIME_PERIOD,OBS_VALUE
Chile,1990,9159.46
Chile,1989,8980.978
Chile,1988,8803.13
Chile,1987,8627.75
Chile,1986,8456.64
Chile,2004,12005.74
Chile,2003,11752.48
Chile,2002,11502.39
Chile,2001,11262.12
Chile,2000,11021.07
Chile,1999,10799.46
Chile,1998,10571.51
Chile,1997,10377.89
Chile,1996,10203.38
Chile,1995,10026.55
Chile,1994,9856.45
Chile,1993,9683.26
Chile,1992,9507.7
Chile,2023,16238.19
Chile,2022,16088.2
Chile,2021,15925.74
Chile,2020,15705.95
Chile,2019,15391.78
Chile,2018,15056.83
Chile,2017,14738.39
Chile,2016,14481.38
Chile,2015,14277.07
Chile,2014,14088.42
Chile,2013,13899.58
Chile,2012,13709.09
Chile,2011,13504.93
Chile,2010,13296.36
Chile,2009,13066.39
Chile,2008,12853.12
Czechia,2018,8941.825
Czechia,2017,8929.175
Czechia,2003,8604.95
Czechia,2002,8565.2
Czechia,2001,8533.775
Czechia,2000,8536.175
Czechia,1999,8505.4
Czechia,1998,8479.6
Czechia,2016,8928.7
Czechia,2015,8935.7
Czechia,2014,8932.575
Czechia,2013,8951.475
Czechia,2012,8964.525
Czechia,2011,8965.025
Czechia,2010,9015.4
Czechia,2009,9009.35
Czechia,2008,8943.8
Czechia,2007,8845.05
Czechia,2006,8773.425
Czechia,2005,8714
Czechia,2004,8657.425
Czechia,2023,8665.625
Czechia,2022,8832.075
Czechia,2021,8974.525
Czechia,2020,8984.55
Estonia,2020,1107.275
Estonia,2019,1103.825
Estonia,2005,1139.475
Estonia,2004,1137.65
Estonia,2003,1140.8
Estonia,2002,1142.325
Estonia,2001,1153.7
Estonia,2000,1153.925
Estonia,2018,1100.925
Estonia,2017,1097.825
Estonia,2016,1099.7
Estonia,2015,1099.625
Estonia,2014,1103.425
Estonia,2013,1108.875
Estonia,2012,1114.65
Estonia,2011,1122.275
Estonia,2010,1127.125
Estonia,2009,1131.35
Estonia,2008,1135.475
Estonia,2007,1138.225
Estonia,2006,1142.325
Estonia,2023,1125.1
Estonia,2022,1098.4
Hungary,2019,8182.05
Hungary,2018,8181.675
Hungary,2004,8361
Hungary,2003,8372.4
Hungary,2002,8377.1
Hungary,2001,8372.5
Hungary,2000,8221.625
Hungary,1999,8245.375
Hungary,2017,8197.575
Hungary,2016,8234.4
Hungary,2015,8251.6
Hungary,2014,8278.875
Hungary,2013,8305.425
Hungary,2012,8324.4
Hungary,2011,8337.075
Hungary,2010,8346.275
Hungary,2009,8355.325
Hungary,2008,8364.525
Hungary,2007,8373.875
Hungary,2006,8383.45
Hungary,2005,8378.425
Hungary,2023,8093.55
Hungary,2022,8096.025
Hungary,2021,8124.5
Belgium,2019,9387.175
Belgium,2018,9330.35
Belgium,2004,8598.375
Belgium,2003,8553.1
Belgium,2002,8504.5
Belgium,2001,8457.95
Belgium,2000,8434.3
Belgium,1999,8405.6
Belgium,2017,9271.625
Belgium,2016,9369.275
Belgium,2015,9329.425
Belgium,2014,9282.8
Belgium,2013,9236.725
Belgium,2012,9188.775
Belgium,2011,9127.975
Belgium,2010,9052.35
Belgium,2009,8977.075
Belgium,2008,8903.575
Belgium,2007,8831.9
Belgium,2006,8749.35
Belgium,2005,8679
Belgium,2023,9680.125
Belgium,2022,9591.95
Belgium,2021,9502.375
Australia,1998,14644.25
Australia,1997,14464
Australia,1983,11578.02
Australia,1982,11368.37
Australia,1981,11139.68
Australia,1980,10919.11
Australia,1979,10729.67
Australia,1978,10553.55
Australia,1996,14279.66
Australia,1995,14079.68
Australia,1994,13902.88
Australia,1993,13750.24
Australia,1992,13604.04
Australia,1991,13435.91
Australia,1990,13245.55
Australia,1989,13027.04
Australia,1988,12783.8
Australia,1987,12520.69
Australia,1986,12260.36
Australia,1985,12005.96
Australia,1984,11783.72
Australia,2023,21830.02
Australia,2022,21227.49
Australia,2021,20880.14
Australia,2020,20810.43
Australia,2019,20564.04
Australia,2018,20233.05
Australia,2017,19907.3
Australia,2016,19574.5
Australia,2015,19269.57
Australia,2014,18989.38
Australia,2013,18701.14
Australia,2012,18382.15
Australia,2011,18058.92
Australia,2010,17782.72
Australia,2009,17486.79
Australia,2008,17112.79
Australia,2007,16742.1
Australia,2006,16419.6
Australia,2005,16156.16
Australia,2004,15921.02
Australia,2003,15709.02
Australia,2002,15490.29
Australia,2001,15271.73
Australia,2000,15043.99
Belgium,2019,9387.175
Belgium,2018,9330.35
Belgium,2004,8598.375
Belgium,2003,8553.1
Belgium,2002,8504.5
Belgium,2001,8457.95
Belgium,2000,8434.3
Belgium,1999,8405.6
Belgium,2017,9271.625
Belgium,2016,9369.275
Belgium,2015,9329.425
Belgium,2014,9282.8
Belgium,2013,9236.725
Belgium,2012,9188.775
Belgium,2011,9127.975
Belgium,2010,9052.35
Belgium,2009,8977.075
Belgium,2008,8903.575
Belgium,2007,8831.9
Belgium,2006,8749.35
Belgium,2005,8679
Belgium,2023,9680.125
Belgium,2022,9591.95
Belgium,2021,9502.375
Switzerland,2012,6747.3
Switzerland,2011,6665.6
Switzerland,2010,6597.325
Switzerland,2009,6523.1
Switzerland,2008,6416.7
Switzerland,2007,6326.1
Switzerland,2006,6265.6
Switzerland,2005,6209.7
Switzerland,2023,7468.575
Switzerland,2022,7389.3
Switzerland,2021,7325.95
Switzerland,2020,7269.9
Switzerland,2019,7213.8
Switzerland,2018,7164.55
Switzerland,2017,7115.8
Switzerland,2016,7062.375
Switzerland,2015,6995.5
Switzerland,2014,6914.55
Portugal,2018,8851.825
Portugal,2017,8853.15
Portugal,2003,8770
Portugal,2002,8732.75
Portugal,2001,8677.425
Portugal,2000,8595.925
Portugal,1999,8505.475
Portugal,1998,8440
Portugal,2016,8858.675
Portugal,2015,8866.2
Portugal,2014,8883.45
Portugal,2013,8911.875
Portugal,2012,8947.5
Portugal,2011,8970.475
Portugal,2010,8965.425
Portugal,2009,8941.175
Portugal,2008,8921.475
Portugal,2007,8893.025
Portugal,2006,8859.825
Portugal,2005,8828
Portugal,2004,8801.3
Portugal,2023,8957.8
Portugal,2022,8909.825
Portugal,2021,8911
Portugal,2020,8902.875
Norway,2020,4428.675
Norway,2019,4392.85
Norway,2005,3306.7
Norway,2004,3273.35
Norway,2003,3246.275
Norway,2002,3223.45
Norway,2001,3201.25
Norway,2000,3187.375
Norway,2018,4354.525
Norway,2017,4328.8
Norway,2016,4289.775
Norway,2015,4246.925
Norway,2014,4196.125
Norway,2013,3789.95
Norway,2012,3736.975
Norway,2011,3672.775
Norway,2010,3610.25
Norway,2009,3550.825
Norway,2008,3496.3
Norway,2007,3436.75
Norway,2006,3389.8
Norway,2023,4565.825
Norway,2022,4471.15
United States,2003,221167.9
United States,2002,217569.6
United States,1960,117244.9
United States,1959,115330.5
United States,1958,113724.5
United States,1957,112265.5
United States,1956,110953.8
United States,1955,109683.4
United States,1973,147097.1
United States,1972,144125.4
United States,1971,140216.3
United States,1970,137085.7
United States,1969,134334.5
United States,1968,132027.3
United States,1967,129873.4
United States,1966,128057.7
United States,1965,126513.3
United States,1964,124484.8
United States,1963,122416.3
United States,1962,120152.9
United States,1961,118770.2
United States,2001,215092.5
United States,2000,212576.8
United States,1999,207752.9
United States,1998,205220.1
United States,1997,203133.3
United States,1996,200590.6
United States,1995,198584.1
United States,1994,196814.5
United States,1993,194837.6
United States,1992,192805.3
United States,1991,190924.8
United States,1990,189163.8
United States,1989,186392.7
United States,1988,184612.6
United States,1987,182752.8
United States,1986,180586.8
United States,1985,178205.7
United States,1984,176382.9
United States,1983,174215.5
United States,1982,172271.2
United States,1981,170129.8
United States,1980,167745.6
United States,1979,164864.5
United States,1978,161910.8
United States,1977,159033.3
United States,1976,156149.3
United States,1975,153152.6
United States,1974,150121.1
United States,2023,266942.2
United States,2022,263973.5
United States,2021,261445.2
United States,2020,260329
United States,2019,259175
United States,2018,257790.7
United States,2017,255079
United States,2016,253537.5
United States,2015,250800.6
United States,2014,247946.6
United States,2013,245679.3
United States,2012,243284.3
United States,2011,239617.5
United States,2010,237829.3
United States,2009,235801
United States,2008,233788
United States,2007,231867
United States,2006,228814.7
United States,2005,226082.6
Spain,2019,39758.98
Spain,2018,39376.88
Spain,2004,36371.5
Spain,2003,35807.18
Spain,2002,35175.43
Spain,2001,34494.9
Spain,2000,34004.05
Spain,1999,33566.82
Spain,2017,39135.07
Spain,2016,39002.7
Spain,2015,38964.7
Spain,2014,38953.27
Spain,2013,39065.1
Spain,2012,39238.93
Spain,2011,39266.95
Spain,2010,39195.65
Spain,2009,39096.32
Spain,2008,38851.27
Spain,2007,38284.55
Spain,2006,37587.15
Spain,2005,37029.48
Spain,2023,41079.55
Spain,2022,40449.02
Spain,2021,40164.35
Czechia,2018,8941.825
Czechia,2017,8929.175
Czechia,2003,8604.95
Czechia,2002,8565.2
Czechia,2001,8533.775
Czechia,2000,8536.175
Czechia,1999,8505.4
Czechia,1998,8479.6
Czechia,2016,8928.7
Czechia,2015,8935.7
Czechia,2014,8932.575
Czechia,2013,8951.475
Czechia,2012,8964.525
Czechia,2011,8965.025
Czechia,2010,9015.4
Czechia,2009,9009.35
Czechia,2008,8943.8
Czechia,2007,8845.05
Czechia,2006,8773.425
Czechia,2005,8714
Czechia,2004,8657.425
Czechia,2023,8665.625
Czechia,2022,8832.075
Czechia,2021,8974.525
Czechia,2020,8984.55
Switzerland,2012,6747.3
Switzerland,2011,6665.6
Switzerland,2010,6597.325
Switzerland,2009,6523.1
Switzerland,2008,6416.7
Switzerland,2007,6326.1
Switzerland,2006,6265.6
Switzerland,2005,6209.7
Switzerland,2023,7468.575
Switzerland,2022,7389.3
Switzerland,2021,7325.95
Switzerland,2020,7269.9
Switzerland,2019,7213.8
Switzerland,2018,7164.55
Switzerland,2017,7115.8
Switzerland,2016,7062.375
Switzerland,2015,6995.5
Switzerland,2014,6914.55
OECD,2014,1059321
OECD,2013,1049523
OECD,2012,1041842
OECD,2011,1032016
OECD,2010,1024507
OECD,2009,1018502
OECD,2008,1009309
OECD,2007,1000070
OECD,2023,1131444
OECD,2022,1121283
OECD,2021,1112853
OECD,2020,1107319
OECD,2019,1099319
OECD,2018,1091596
OECD,2017,1082672
OECD,2016,1076756
Korea,2020,44785.04
Korea,2019,44503.68
Korea,2005,38119.52
Korea,2004,37771.73
Korea,2003,37410.4
Korea,2002,37014.26
Korea,2001,36608.16
Korea,2000,36192.38
Korea,2018,44182.1
Korea,2017,43930.46
Korea,2016,43605.75
Korea,2015,43239.32
Korea,2014,42795.1
Korea,2013,42303.79
Korea,2012,41856.73
Korea,2011,41387.07
Korea,2010,40824.54
Korea,2009,40301.26
Korea,2008,39775.42
Korea,2007,39179.83
Korea,2006,38631.71
Korea,2023,45407.09
Korea,2022,45260.13
Japan,2004,109775.8
Japan,2003,109511.7
Japan,1960,65082.5
Japan,1959,64163.33
Japan,1958,62883.33
Japan,1957,61686.67
Japan,1956,60439.17
Japan,1955,59175.83
Japan,1973,82185.84
Japan,1972,80859.16
Japan,1971,79670.84
Japan,1970,78765.84
Japan,1969,77724.16
Japan,1968,76695
Japan,1967,75530
Japan,1966,74280
Japan,1965,72835.84
Japan,1964,71174.16
Japan,1963,69346.66
Japan,1962,67515.84
Japan,1961,65950
Japan,2002,109179.2
Japan,2001,108770.8
Japan,2000,108230.8
Japan,1999,107685.8
Japan,1998,107175
Japan,1997,106499.2
Japan,1996,105623.3
Japan,1995,105027.5
Japan,1994,104357.5
Japan,1993,103552.5
Japan,1992,102575.8
Japan,1991,101544.2
Japan,1990,100410
Japan,1989,99245.84
Japan,1988,98005.84
Japan,1987,96679.16
Japan,1986,95330.84
Japan,1985,94136.66
Japan,1984,92997.5
Japan,1983,91937.5
Japan,1982,90834.16
Japan,1981,89864.16
Japan,1980,88991.66
Japan,1979,87956.66
Japan,1978,87010.84
Japan,1977,86090.84
Japan,1976,85169.16
Japan,1975,84181.66
Japan,1974,83176.66
Japan,2023,110095.8
Japan,2022,110299.2
Japan,2021,110785
Japan,2020,110990.8
Japan,2019,111029.2
Japan,2018,111074.2
Japan,2017,111109.2
Japan,2016,111088.3
Japan,2015,111045.8
Japan,2014,111030.8
Japan,2013,111027.5
Japan,2012,111076.7
Japan,2011,111132.5
Japan,2010,111047.5
Japan,2009,110960
Japan,2008,110809.2
Japan,2007,110594.2
Japan,2006,110219.2
Israel,2015,6000.117
Israel,2014,5884.75
Israel,2000,4486.6
Israel,1999,4358.375
Israel,1998,4242.825
Israel,1997,4129.1
Israel,1996,4019.925
Israel,1995,3903.225
Israel,2013,5775.092
Israel,2012,5671.958
Israel,2011,5584.85
Israel,2010,5488.575
Israel,2009,5398.725
Israel,2008,5232.9
Israel,2007,5142.4
Israel,2006,5053.125
Israel,2005,4963.35
Israel,2004,4876
Israel,2003,4791.75
Israel,2002,4706.175
Israel,2001,4604.75
Israel,2023,7048.55
Israel,2022,6877.8
Israel,2021,6738.133
Israel,2020,6619.633
Israel,2019,6493.742
Israel,2018,6363.075
Israel,2017,6238.783
Lithuania,2012,2550.75
Lithuania,2011,2581.675
Lithuania,2010,2671.9
Lithuania,2009,2702.2
Lithuania,2008,2715
Lithuania,2007,2729.3
Lithuania,2006,2744.9
Lithuania,2005,2780
Lithuania,2023,2450.875
Lithuania,2022,2402.4
Lithuania,2021,2365.4
Lithuania,2020,2370.25
Lithuania,2019,2368.25
Lithuania,2018,2379.85
Lithuania,2017,2405.725
Lithuania,2016,2449.075
Lithuania,2015,2483.05
Lithuania,2014,2506.525
Euro area (20 countries),2012,279452
Euro area (20 countries),2011,278541.6
Euro area (20 countries),2010,278198.4
Euro area (20 countries),2009,278863.2
Euro area (20 countries),2008,277919.2
Euro area (20 countries),2007,276260.4
Euro area (20 countries),2006,274488.1
Euro area (20 countries),2005,272681.3
Euro area (20 countries),2023,294623.6
Euro area (20 countries),2022,292777.3
Euro area (20 countries),2021,290999.7
Euro area (20 countries),2020,287526.8
Euro area (20 countries),2019,286783.5
Euro area (20 countries),2018,286030.1
Euro area (20 countries),2017,285293.7
Euro area (20 countries),2016,284707.5
Euro area (20 countries),2015,283676.1
Euro area (20 countries),2014,282577.5
Latvia,2022,1564.1
Latvia,2021,1562.15
Latvia,2007,1867.9
Latvia,2006,1876.4
Latvia,2005,1884.2
Latvia,2004,1895.65
Latvia,2003,1900.375
Latvia,2002,1903.05
Latvia,2020,1575.475
Latvia,2019,1586.45
Latvia,2018,1598.6
Latvia,2017,1611.425
Latvia,2016,1636.25
Latvia,2015,1655.25
Latvia,2014,1674.05
Latvia,2013,1706.5
Latvia,2012,1725.7
Latvia,2011,1756.9
Latvia,2010,1794.2
Latvia,2009,1831.7
Latvia,2008,1857.9
Spain,2019,39758.98
Spain,2018,39376.88
Spain,2004,36371.5
Spain,2003,35807.18
Spain,2002,35175.43
Spain,2001,34494.9
Spain,2000,34004.05
Spain,1999,33566.82
Spain,2017,39135.07
Spain,2016,39002.7
Spain,2015,38964.7
Spain,2014,38953.27
Spain,2013,39065.1
Spain,2012,39238.93
Spain,2011,39266.95
Spain,2010,39195.65
Spain,2009,39096.32
Spain,2008,38851.27
Spain,2007,38284.55
Spain,2006,37587.15
Spain,2005,37029.48
Spain,2023,41079.55
Spain,2022,40449.02
Spain,2021,40164.35
Estonia,2020,1107.275
Estonia,2019,1103.825
Estonia,2005,1139.475
Estonia,2004,1137.65
Estonia,2003,1140.8
Estonia,2002,1142.325
Estonia,2001,1153.7
Estonia,2000,1153.925
Estonia,2018,1100.925
Estonia,2017,1097.825
Estonia,2016,1099.7
Estonia,2015,1099.625
Estonia,2014,1103.425
Estonia,2013,1108.875
Estonia,2012,1114.65
Estonia,2011,1122.275
Estonia,2010,1127.125
Estonia,2009,1131.35
Estonia,2008,1135.475
Estonia,2007,1138.225
Estonia,2006,1142.325
Estonia,2023,1125.1
Estonia,2022,1098.4
Chile,2006,12421.58
Chile,2005,12238.47
Chile,1991,9332.883
Chile,1990,9159.46
Chile,1989,8980.978
Chile,1988,8803.13
Chile,1987,8627.75
Chile,1986,8456.64
Chile,2004,12005.74
Chile,2003,11752.48
Chile,2002,11502.39
Chile,2001,11262.12
Chile,2000,11021.07
Chile,1999,10799.46
Chile,1998,10571.51
Chile,1997,10377.89
Chile,1996,10203.38
Chile,1995,10026.55
Chile,1994,9856.45
Chile,1993,9683.26
Chile,1992,9507.7
Chile,2023,16238.19
Chile,2022,16088.2
Chile,2021,15925.74
Chile,2020,15705.95
Chile,2019,15391.78
Chile,2018,15056.83
Chile,2017,14738.39
Chile,2016,14481.38
Chile,2015,14277.07
Chile,2014,14088.42
Chile,2013,13899.58
Chile,2012,13709.09
Chile,2011,13504.93
Chile,2010,13296.36
Chile,2009,13066.39
Chile,2008,12853.12
Slovenia,2019,1770.8
Slovenia,2018,1757.2
Slovenia,2004,1707.6
Slovenia,2003,1700.4
Slovenia,2002,1690.25
Slovenia,2001,1683.35
Slovenia,2000,1674.85
Slovenia,1999,1658.275
Slovenia,2017,1756.9
Slovenia,2016,1757.35
Slovenia,2015,1758.25
Slovenia,2014,1759.55
Slovenia,2013,1760.25
Slovenia,2012,1761
Slovenia,2011,1759.8
Slovenia,2010,1759.95
Slovenia,2009,1752.55
Slovenia,2008,1750.975
Slovenia,2007,1733.85
Slovenia,2006,1723.625
Slovenia,2005,1713.575
Slovenia,2023,1754.65
Slovenia,2022,1742.925
Slovenia,2021,1744.15
European Union (27 countries from 01/02/2020),2012,367132.1
European Union (27 countries from 01/02/2020),2011,366269.9
European Union (27 countries from 01/02/2020),2010,366002.8
European Union (27 countries from 01/02/2020),2009,368411.6
European Union (27 countries from 01/02/2020),2008,367243.1
European Union (27 countries from 01/02/2020),2007,365429
European Union (27 countries from 01/02/2020),2006,363477.2
European Union (27 countries from 01/02/2020),2005,361398
European Union (27 countries from 01/02/2020),2023,376426.8
European Union (27 countries from 01/02/2020),2022,374617.1
European Union (27 countries from 01/02/2020),2021,373492.2
European Union (27 countries from 01/02/2020),2020,373912.2
European Union (27 countries from 01/02/2020),2019,373249.6
European Union (27 countries from 01/02/2020),2018,372713.2
European Union (27 countries from 01/02/2020),2017,372230.2
European Union (27 countries from 01/02/2020),2016,371860.3
European Union (27 countries from 01/02/2020),2015,371150.8
European Union (27 countries from 01/02/2020),2014,370130.1
United States,2003,221167.9
United States,2002,217569.6
United States,1960,117244.9
United States,1959,115330.5
United States,1958,113724.5
United States,1957,112265.5
United States,1956,110953.8
United States,1955,109683.4
United States,1973,147097.1
United States,1972,144125.4
United States,1971,140216.3
United States,1970,137085.7
United States,1969,134334.5
United States,1968,132027.3
United States,1967,129873.4
United States,1966,128057.7
United States,1965,126513.3
United States,1964,124484.8
United States,1963,122416.3
United States,1962,120152.9
United States,1961,118770.2
United States,2001,215092.5
United States,2000,212576.8
United States,1999,207752.9
United States,1998,205220.1
United States,1997,203133.3
United States,1996,200590.6
United States,1995,198584.1
United States,1994,196814.5
United States,1993,194837.6
United States,1992,192805.3
United States,1991,190924.8
United States,1990,189163.8
United States,1989,186392.7
United States,1988,184612.6
United States,1987,182752.8
United States,1986,180586.8
United States,1985,178205.7
United States,1984,176382.9
United States,1983,174215.5
United States,1982,172271.2
United States,1981,170129.8
United States,1980,167745.6
United States,1979,164864.5
United States,1978,161910.8
United States,1977,159033.3
United States,1976,156149.3
United States,1975,153152.6
United States,1974,150121.1
United States,2023,266942.2
United States,2022,263973.5
United States,2021,261445.2
United States,2020,260329
United States,2019,259175
United States,2018,257790.7
United States,2017,255079
United States,2016,253537.5
United States,2015,250800.6
United States,2014,247946.6
United States,2013,245679.3
United States,2012,243284.3
United States,2011,239617.5
United States,2010,237829.3
United States,2009,235801
United States,2008,233788
United States,2007,231867
United States,2006,228814.7
United States,2005,226082.6
Iceland,2023,304.275
Iceland,2022,293.125
Iceland,2008,222.725
Iceland,2007,217.275
Iceland,2006,209.45
Iceland,2005,201.625
Iceland,2004,199.2
Iceland,2003,197.125
Iceland,2021,285.175
Iceland,2020,260.575
Iceland,2019,256.425
Iceland,2018,249.075
Iceland,2017,240.5
Iceland,2016,234.25
Iceland,2015,230.45
Iceland,2014,227.325
Iceland,2013,226.9
Iceland,2012,223.6
Iceland,2011,223.75
Iceland,2010,223.1
New Zealand,2006,3251.425
New Zealand,2005,3198.775
New Zealand,1991,2645.8
New Zealand,1990,2611.7
New Zealand,1989,2584.375
New Zealand,1988,2572.25
New Zealand,1987,2555.025
New Zealand,1986,2532.575
New Zealand,2004,3150
New Zealand,2003,3092.925
New Zealand,2002,3023.4
New Zealand,2001,2965.65
New Zealand,2000,2938.475
New Zealand,1999,2916.9
New Zealand,1998,2896.875
New Zealand,1997,2870
New Zealand,1996,2831
New Zealand,1995,2784.925
New Zealand,1994,2742.9
New Zealand,1993,2705.95
New Zealand,1992,2675.25
New Zealand,2023,4219.15
New Zealand,2022,4112.6
New Zealand,2021,4096.275
New Zealand,2020,4073.7
New Zealand,2019,3984.45
New Zealand,2018,3910.05
New Zealand,2017,3828.575
New Zealand,2016,3740.9
New Zealand,2015,3640.525
New Zealand,2014,3553.5
New Zealand,2013,3484.925
New Zealand,2012,3449.1
New Zealand,2011,3425.15
New Zealand,2010,3395.55
New Zealand,2009,3355.55
New Zealand,2008,3319.575
Slovak Republic,2018,4593.4
Slovak Republic,2017,4595.1
Slovak Republic,2003,4352.725
Slovak Republic,2002,4347.775
Slovak Republic,2001,4342.325
Slovak Republic,2000,4307.9
Slovak Republic,1999,4267.45
Slovak Republic,2016,4594.2
Slovak Republic,2015,4591.2
Slovak Republic,2014,4586
Slovak Republic,2013,4580.3
Slovak Republic,2012,4571.75
Slovak Republic,2011,4560.9
Slovak Republic,2010,4588
Slovak Republic,2009,4568.85
Slovak Republic,2008,4535
Slovak Republic,2007,4508.775
Slovak Republic,2006,4493.55
Slovak Republic,2005,4446.525
Slovak Republic,2004,4409.825
Slovak Republic,2023,4498.5
Slovak Republic,2022,4507.9
Slovak Republic,2021,4534.1
Slovak Republic,2020,4594.2
Finland,1999,4115.65
Finland,1998,3931.25
Finland,2023,4667
Finland,2022,4630.175
Finland,2021,4610.825
Finland,2020,4643.075
Finland,2019,4627.15
Finland,2018,4612.25
Finland,2017,4597.4
Finland,2016,4581.05
Finland,2015,4562.025
Finland,2014,4545.575
Finland,2013,4524.75
Finland,2012,4502.5
Finland,2011,4477.6
Finland,2010,4456.15
Finland,2009,4427.75
Finland,2008,4396.775
Finland,2007,4368.325
Finland,2006,4338.65
Finland,2005,4313.95
Finland,2004,4287.05
Finland,2003,4269.125
Finland,2002,4250.85
Finland,2001,4232.875
United Kingdom,2012,50975
United Kingdom,2011,50647
United Kingdom,1997,45542
United Kingdom,1996,45381.5
United Kingdom,1995,45224.75
United Kingdom,1994,45090.75
United Kingdom,1993,45029.5
United Kingdom,2010,50212.5
United Kingdom,2009,49769.5
United Kingdom,2008,49362.5
United Kingdom,2007,48901.75
United Kingdom,2006,48426.25
United Kingdom,2005,47984
United Kingdom,2004,47521.25
United Kingdom,2003,47145.5
United Kingdom,2002,46821
United Kingdom,2001,46504.25
United Kingdom,2000,46194.75
United Kingdom,1999,45937.5
United Kingdom,1998,45719.5
United Kingdom,2023,54794.75
United Kingdom,2022,54150.5
United Kingdom,2021,53680
United Kingdom,2020,53505
United Kingdom,2019,53310.5
United Kingdom,2018,53034.5
United Kingdom,2017,52752.25
United Kingdom,2016,52466.5
United Kingdom,2015,52086.25
United Kingdom,2014,51686.75
Latvia,2021,1562.15
Latvia,2020,1575.475
Latvia,2006,1876.4
Latvia,2005,1884.2
Latvia,2004,1895.65
Latvia,2003,1900.375
Latvia,2002,1903.05
Latvia,2019,1586.45
Latvia,2018,1598.6
Latvia,2017,1611.425
Latvia,2016,1636.25
Latvia,2015,1655.25
Latvia,2014,1674.05
Latvia,2013,1706.5
Latvia,2012,1725.7
Latvia,2011,1756.9
Latvia,2010,1794.2
Latvia,2009,1831.7
Latvia,2008,1857.9
Latvia,2007,1867.9
Latvia,2023,1555.175
Netherlands,2019,14350.78
Netherlands,2018,14232.47
Netherlands,2004,13099.6
Netherlands,2003,13025.55
Netherlands,2002,12944.9
Netherlands,2001,12849.5
Netherlands,2000,12730.78
Netherlands,2017,14125.65
Netherlands,2016,13989.67
Netherlands,2015,13874.1
Netherlands,2014,13815.3
Netherlands,2013,13752.65
Netherlands,2012,13631.6
Netherlands,2011,13520.8
Netherlands,2010,13456.65
Netherlands,2009,13393.15
Netherlands,2008,13315.22
Netherlands,2007,13233.63
Netherlands,2006,13172.83
Netherlands,2005,13117.2
Netherlands,2023,14792.13
Netherlands,2022,14629.47
Netherlands,2021,14469.1
Ireland,2019,3919.375
Ireland,2018,3852.4
Ireland,2004,3214.05
Ireland,2003,3155.675
Ireland,2002,3097.85
Ireland,2001,3031.525
Ireland,2000,2971.825
Ireland,2017,3794.6
Ireland,2016,3742.4
Ireland,2015,3693.475
Ireland,2014,3653.65
Ireland,2013,3625.2
Ireland,2012,3608.25
Ireland,2011,3600.25
Ireland,2010,3598.775
Ireland,2009,3598.1
Ireland,2008,3577.075
Ireland,2007,3508.775
Ireland,2006,3384.45
Ireland,2005,3293.425
Ireland,2023,4236.6
Ireland,2022,4112.8
Ireland,2021,4023.375
Hungary,2018,8181.675
Hungary,2017,8197.575
Hungary,2003,8372.4
Hungary,2002,8377.1
Hungary,2001,8372.5
Hungary,2000,8221.625
Hungary,1999,8245.375
Hungary,2016,8234.4
Hungary,2015,8251.6
Hungary,2014,8278.875
Hungary,2013,8305.425
Hungary,2012,8324.4
Hungary,2011,8337.075
Hungary,2010,8346.275
Hungary,2009,8355.325
Hungary,2008,8364.525
Hungary,2007,8373.875
Hungary,2006,8383.45
Hungary,2005,8378.425
Hungary,2004,8361
Hungary,2023,8093.55
Hungary,2022,8096.025
Hungary,2021,8124.5
Hungary,2020,8187.075
Canada,2023,32502.07
Canada,2022,31772.06
Canada,1980,18483.55
Canada,1979,18119.42
Canada,1978,17778.86
Canada,1977,17435.46
Canada,1976,17058.05
Canada,1993,22092.87
Canada,1992,21820.16
Canada,1991,21533.31
Canada,1990,21214.73
Canada,1989,20898.47
Canada,1988,20612.17
Canada,1987,20348.15
Canada,1986,20093.18
Canada,1985,19842.82
Canada,1984,19597.86
Canada,1983,19354.97
Canada,1982,19103.43
Canada,1981,18814.34
Canada,2021,31326.16
Canada,2020,31052.59
Canada,2019,30694.8
Canada,2018,30220.68
Canada,2017,29764.22
Canada,2016,29385.97
Canada,2015,29076.47
Canada,2014,28843.71
Canada,2013,28546.43
Canada,2012,28230.9
Canada,2011,27904.93
Canada,2010,27576.17
Canada,2009,27207.39
Canada,2008,26830.65
Canada,2007,26469.17
Canada,2006,26121.75
Canada,2005,25754.68
Canada,2004,25408.07
Canada,2003,25079.93
Canada,2002,24768.57
Canada,2001,24419.36
Canada,2000,24089.7
Canada,1999,23781.46
Canada,1998,23515.73
Canada,1997,23246.67
Canada,1996,22959.48
Canada,1995,22660.03
Colombia,2014,33248.39
Colombia,2013,32737.34
Colombia,2012,32218.51
Colombia,2011,31684.45
Colombia,2010,31135.95
Colombia,2009,30582.76
Colombia,2008,30024.63
Colombia,2007,29488.73
Colombia,2023,39547.23
Colombia,2022,38996.57
Colombia,2021,38432.47
Colombia,2020,37444.98
Colombia,2019,36610.77
Colombia,2018,35671.27
Colombia,2017,34912.75
Colombia,2016,34316.77
Korea,2019,44503.68
Korea,2018,44182.1
Korea,2004,37771.73
Korea,2003,37410.4
Korea,2002,37014.26
Korea,2001,36608.16
Korea,2000,36192.38
Korea,2017,43930.46
Korea,2016,43605.75
Korea,2015,43239.32
Korea,2014,42795.1
Korea,2013,42303.79
Korea,2012,41856.73
Korea,2011,41387.07
Korea,2010,40824.54
Korea,2009,40301.26
Korea,2008,39775.42
Korea,2007,39179.83
